Codigo da oferta;Codigo da serie;Emissor;Nome do devedor;Nome de operacao;Emissao;Serie;Data de encerramento da oferta;Status da oferta;Valor total encerrado da serie;TVM;Coordenador lider;Preco unitario;Quantidade total emitida da serie;Valor total emitido da serie;Quantidade total encerrada da serie;Prazo serie;Indexador;Spread;Juros;Periodicidade taxa;Periodicidade pagamento;Data do inicio da rentabilidade;Data de vencimento;Serie senior junior;Setor ANBIMA emissor ou devedor;Segmento ANBIMA emissor ou devedor;Data de emissao;Lei 12431;Artigo da 12431;Garantia;Lastro;Risco de credito
RJ-2022-02709;CRA/2022/025;Vert companhia securitizadora;;;76;2;20/09/2022;Encerrada;188355000;CRA;Banco itau bba s.a.;1000;188355;188355000;188355;5;DI + Spread;1;;Anualmente;Semestralmente;;16/08/2027;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
RJ-2022-02709;CRA/2022/026;Vert companhia securitizadora;;;76;3;20/09/2022;Encerrada;844420000;CRA;Banco itau bba s.a.;1000;844420;844420000;844420;5;Pré-Fixado;;6;Anualmente;Semestralmente;;16/08/2027;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
RJ-2022-02784;CRI/2022/044;True securitizadora s.a.;;;50;Série Única;20/09/2022;Encerrada;300000000;CRI;Xp investimentos cctvm s.a.;1000;300000;300000000;300000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-00685;ANBIMA/2022/00914;Eco securitizadora de direitos creditorios do agronegocio sa;;;179;1;20/09/2022;Encerrada;53177000;CRA;Xp investimentos cctvm s.a.;1000;53177;53177000;53177;6;DI + Spread;3;;Anualmente;Mensalmente;;17/07/2028;;Financeiro;Securitizadoras;29/07/2022;Não se aplica;;Não se aplica;;
SP-2022-00740;ANBIMA/2022/00972;Vix logistica s/a;;;6;1;30/09/2022;Encerrada;125000000;Debêntures;Banco santander (brasil) s.a.;1000;125000;125000000;125000;3;DI + Spread;2;;Anualmente;Não informado;;29/09/2025;Não se aplica;Transporte e logística;Logística;29/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-00685;ANBIMA/2022/00923;Eco securitizadora de direitos creditorios do agronegocio sa;;;179;2;20/09/2022;Encerrada;200000000;CRA;Xp investimentos cctvm s.a.;1000;200000;200000000;200000;6;IPCA;9;;Anualmente;Mensalmente;;17/07/2028;;Financeiro;Securitizadoras;29/07/2022;Não se aplica;;Não se aplica;;
SP-2022-00688;ANBIMA/2022/00904;Softplan planejamento e sistemas s/a;;;1;Série Única;21/09/2022;Encerrada;130000000;Debêntures;Banco bradesco bbi s.a.;1000;130000;130000000;130000;5;DI + Spread;2,29;;Anualmente;Não informado;;19/09/2027;Não se aplica;Ti e telecomunicações;Serviços em tecnologia;19/09/2022;Não;;Real com garantia adicional;;Não se aplica
SP-2022-00693;ANBIMA/2022/00910;True securitizadora s.a.;;;1;Série Única;21/09/2022;Encerrada;1300539000;Debêntures;Banco santander (brasil) s.a.;1000;1300539;1300539000;1300539;5,4;Pré-Fixado;;14,85;Anualmente;Não informado;;31/01/2028;Não se aplica;Financeiro;Securitizadoras;21/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-00712;ANBIMA/2022/00940;Concessionaria do sistema anhanguera-bandeirantes s/a;;;13;Série Única;21/09/2022;Encerrada;330000000;Debêntures;Banco votorantim s.a.;1000;330000;330000000;330000;5;DI + Spread;1,2;;Anualmente;Não informado;;15/09/2027;Não se aplica;Transporte e logística;Transporte rodoviário;15/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-50996;ANBIMA/2022/50996;Eco securitizadora de direitos creditorios do agronegocio sa;;;133;Série única;21/09/2022;Encerrada;32000000;CRA;Eco securitizadora de direitos creditorios do agronegocio sa;1000;32000;32000000;32000;5;DI + Spread;5;;Anualmente;Mensalmente;;31/08/2027;;Financeiro;Securitizadoras;01/09/2022;Não se aplica;;Não se aplica;;
SP-2022-50997;ANBIMA/2022/50997;Eco securitizadora de direitos creditorios do agronegocio sa;;;197;1;21/09/2022;Encerrada;21000000;CRA;Eco securitizadora de direitos creditorios do agronegocio sa;1000;21000;21000000;21000;4,3;DI + Spread;5;;Anualmente;Semestralmente;;30/12/2026;;Financeiro;Securitizadoras;12/09/2022;Não se aplica;;Não se aplica;;
SP-2022-50997;ANBIMA/2022/50998;Eco securitizadora de direitos creditorios do agronegocio sa;;;197;2;21/09/2022;Encerrada;3000000;CRA;Eco securitizadora de direitos creditorios do agronegocio sa;1000;3000;3000000;3000;4,3;DI + Spread;7;;Anualmente;Semestralmente;;30/12/2026;;Financeiro;Securitizadoras;12/09/2022;Não se aplica;;Não se aplica;;
SP-2022-50999;ANBIMA/2022/50999;Ceres securitizadora s/a;;;6;1;21/09/2022;Encerrada;12800000;CRA;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;12800;12800000;12800;4;DI + Spread;6;;Anualmente;Semestralmente;;27/08/2026;;Financeiro;Securitizadoras;31/08/2022;Não se aplica;;Não se aplica;;
SP-2022-51000;ANBIMA/2022/51000;Opea securitizadora s.a.;;;57;Série Única;21/09/2022;Encerrada;25000000;CRI;Opea securitizadora s.a.;1000;25000;25000000;25000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
RJ-2022-02525;CRA/2022/027;Virgo companhia de securitizacao;;;123;1;22/09/2022;Encerrada;179027000;CRA;Banco btg pactual s.a.;1000;179027;179027000;179027;5;IPCA;8;;Anualmente;Outros;;16/08/2027;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
RJ-2022-02525;CRA/2022/028;Virgo companhia de securitizacao;;;123;2;22/09/2022;Encerrada;180973000;CRA;Banco btg pactual s.a.;1000;180973;180973000;180973;5;DI + Spread;2;;Anualmente;Outros;;16/08/2027;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
SP-2022-00703;ANBIMA/2022/00924;True securitizadora s.a.;Gafisa propriedades incorporacao, administracao, consultoria e gestao de ativos imobiliarios s.a.;;39;Série Única;22/09/2022;Encerrada;20344675;CRI;True securitizadora s.a.;1;20344675;20344675;20344675;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Concentrado
SP-2022-00710;ANBIMA/2022/00937;Eco securitizadora de direitos creditorios do agronegocio sa;;;210;Série única;22/09/2022;Encerrada;150000000;CRA;Banco btg pactual s.a.;1000;150000;150000000;150000;4,3;DI + Spread;5;;Anualmente;Mensalmente;;23/11/2026;;Financeiro;Securitizadoras;24/08/2022;Não se aplica;;Não se aplica;;
SP-2022-00713;ANBIMA/2022/00941;Infraestrutura brasil holding iv s.a;;;2;Série Única;22/09/2022;Encerrada;215000000;Debêntures;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;215000;215000000;215000;2;DI + Spread;2,3;;Anualmente;Não informado;;22/09/2024;Não se aplica;Empreendimentos e participações;Outras participações;22/09/2022;Não;;Real;;Não se aplica
SP-2022-00706;ANBIMA/2022/00931;Vision engenharia e consultoria s.a.;;;1;Série Única;23/09/2022;Encerrada;50000000;Debêntures;Banco abc brasil s.a.;1000;50000;50000000;50000;4;DI + Spread;4,3;;Anualmente;Não informado;;28/06/2026;Não se aplica;Ti e telecomunicações;Serviços em tecnologia;28/06/2022;Não;;Real com garantia adicional;;Não se aplica
SP-2022-51025;ANBIMA/2022/51025;True securitizadora s.a.;Cury construtora e incorporadora s.a.;;75;1;27/09/2022;Encerrada;43000000;CRI;Banco itau bba s.a.;1000;43000;43000000;43000;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2022-00735;ANBIMA/2022/00967;Construtora barbosa mello sa;;;1;Série Única;23/09/2022;Encerrada;100000000;Debêntures;Banco itau bba s.a.;1000;100000;100000000;100000;5;DI + Spread;2,62;;Anualmente;Não informado;;15/09/2027;Não se aplica;Construção civil;Construtora e incorporadora;15/09/2022;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2022-00755;ANBIMA/2022/00987;Yduqs participacoes s.a.;;;8;Série Única;23/09/2022;Encerrada;500000000;Debêntures;Banco itau bba s.a.;1000;500000;500000000;500000;5;DI + Spread;1,5;;Anualmente;Não informado;;23/09/2027;Não se aplica;Educação;Ensino superior. médio e fundamental;23/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-00743;ANBIMA/2022/00976;Mpm corporeos s.a;;;2;Série Única;26/09/2022;Encerrada;615000000;Debêntures;Banco itau bba s.a.;1000;615000;615000000;615000;3;DI + Spread;3,5;;Anualmente;Não informado;;16/09/2025;Não se aplica;Outros serviços;;16/09/2022;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2022-00740;ANBIMA/2022/00973;Vix logistica s/a;;;6;2;30/09/2022;Encerrada;125000000;Debêntures;Banco santander (brasil) s.a.;1000;125000;125000000;125000;6;DI + Spread;2,8;;Anualmente;Não informado;;29/09/2028;Não se aplica;Transporte e logística;Logística;29/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-00756;ANBIMA/2022/00991;Vert companhia securitizadora;;;79;Série única;26/09/2022;Encerrada;500000000;CRA;Banco btg pactual s.a.;1000;500000;500000000;500000;5;DI + Spread;4;;Anualmente;Mensalmente;;17/09/2027;;Financeiro;Securitizadoras;15/09/2022;Não se aplica;;Não se aplica;;
SP-2022-00720;ANBIMA/2022/00947;Ufv pitombeira s.a.;;;1;Série Única;27/09/2022;Encerrada;200000000;Debêntures;Nu invest corretora de valores s.a;1000;200000;200000000;200000;2;DI + Spread;1,28;;Anualmente;Não informado;;22/09/2024;Não se aplica;Energia elétrica;Geração - fontes renováveis;22/09/2022;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2022-00758;ANBIMA/2022/00993;Eneva s.a.;;;9;1;27/09/2022;Encerrada;755000000;Debêntures;Banco itau bba s.a.;1000;755000;755000000;755000;10;IPCA;6,9;;Anualmente;Não informado;;15/09/2032;Não se aplica;Energia elétrica;Geração - diversas fontes;15/09/2022;Sim;2;Quirografária;;Não se aplica
SP-2022-00758;ANBIMA/2022/00994;Eneva s.a.;;;9;2;27/09/2022;Encerrada;570000000;Debêntures;Banco itau bba s.a.;1000;570000;570000000;570000;15;IPCA;7;;Anualmente;Não informado;;15/09/2037;Não se aplica;Energia elétrica;Geração - diversas fontes;15/09/2022;Sim;2;Quirografária;;Não se aplica
SRE/2024/16778;CVM/SRE/AUT/CRI/PRI/2024/564;Canal companhia de securitizacao;;;108;2;15/08/2024;Encerrada;40000000;CRI;Canal companhia de securitizacao;1000;40000;40000000;40000;5;DI + Spread;3,3;;Anualmente;Mensalmente;;24/07/2029;;Financeiro;Securitizadoras;30/07/2024;Não;;Não se aplica;;
SP-2022-00758;ANBIMA/2022/00995;Eneva s.a.;;;9;3;27/09/2022;Encerrada;575000000;Debêntures;Banco itau bba s.a.;1000;575000;575000000;575000;20;IPCA;7,15;;Anualmente;Não informado;;15/09/2042;Não se aplica;Energia elétrica;Geração - diversas fontes;15/09/2022;Sim;2;Quirografária;;Não se aplica
SP-2022-51023;ANBIMA/2022/51023;Habitasec securitizadora s.a.;;;14;Série Única;27/09/2022;Encerrada;20000000;CRI;Habitasec securitizadora s.a.;1000;20000;20000000;20000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-51025;ANBIMA/2022/51026;True securitizadora s.a.;Cury construtora e incorporadora s.a.;;75;2;27/09/2022;Encerrada;57000000;CRI;Banco itau bba s.a.;1000;57000;57000000;57000;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2022-51027;ANBIMA/2022/51027;Continuy servicos em tecnologia da informacao s/a;;;1;1;27/09/2022;Encerrada;50000000;Debêntures;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;50000;50000000;50000;5,5;IPCA;13,5;;Anualmente;Não informado;;30/12/2027;Não se aplica;Ti e telecomunicações;Serviços em tecnologia;30/06/2022;Não;;Real;;Não se aplica
SP-2022-00741;ANBIMA/2022/00974;Weclix telecom s.a.;;;1;Série Única;30/09/2022;Encerrada;200000000;Debêntures;Banco modal s.a.;1000;200000;200000000;200000;6,1;IPCA;10,92;;Anualmente;Não informado;;15/10/2028;Não se aplica;Ti e telecomunicações;Serviços em tecnologia;15/09/2022;Sim;2;Quirografária;;Não se aplica
SP-2022-51028;ANBIMA/2022/51028;Porto empreendimentos e participacoes s.a.;;;1;Série Única;27/09/2022;Encerrada;185980000;Debêntures;Ativa investimentos s/a corretora de titulos, cambio e valores;1000;185980;185980000;185980;3;DI + Spread;2,9;;Anualmente;Não informado;;06/09/2025;Não se aplica;Empreendimentos e participações;Outras participações;06/09/2022;Não;;Real;;Não se aplica
RJ-2022-02587;CRA/2022/029;Eco securitizadora de direitos creditorios do agronegocio sa;;;157;1;28/09/2022;Encerrada;167200000;CRA;Banco santander (brasil) s.a.;1000;167200;167200000;167200;6;IPCA;7;;Anualmente;Semestralmente;;15/08/2028;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
RJ-2022-02587;CRA/2022/030;Eco securitizadora de direitos creditorios do agronegocio sa;;;157;2;28/09/2022;Encerrada;250800000;CRA;Banco santander (brasil) s.a.;1000;250800;250800000;250800;6;DI + Spread;1;;Anualmente;Semestralmente;;15/08/2028;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
SP-2022-00757;ANBIMA/2022/00992;Fibrasil infraestrutura e fibra otica s.a.;;;2;Série Única;28/09/2022;Encerrada;315000000;Debêntures;Banco itau bba s.a.;1000;315000;315000000;315000;4;DI + Spread;1,69;;Anualmente;Não informado;;28/09/2026;Não se aplica;Ti e telecomunicações;Telecomunicações;28/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-51032;ANBIMA/2022/51032;Opea securitizadora s.a.;;;48;Série Única;28/09/2022;Encerrada;61677000;CRI;Opea securitizadora s.a.;1000;61677;61677000;61677;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-51033;ANBIMA/2022/51033;Opea securitizadora s.a.;;;64;Série Única;28/09/2022;Encerrada;63696000;CRI;Opea securitizadora s.a.;1000;63696;63696000;63696;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-00717;ANBIMA/2022/00946;Virgo companhia de securitizacao;;;124;Série única;29/09/2022;Encerrada;50000000;CRA;Banco itau bba s.a.;1000;50000;50000000;50000;5;DI + Spread;5;;Anualmente;Trimestralmente;;15/09/2027;;Financeiro;Securitizadoras;22/09/2022;Não se aplica;;Não se aplica;;
SP-2022-00721;ANBIMA/2022/00956;Companhia securitizadora de creditos financeiros vert 5;;;1;1;29/09/2022;Encerrada;1000000000;Debêntures;Xp investimentos cctvm s.a.;1000;1000000;1000000000;1000000;6;DI + Spread;1,75;;Anualmente;Não informado;;15/09/2028;Não se aplica;Financeiro;Securitizadoras;22/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-00723;ANBIMA/2022/00951;Eco securitizadora de direitos creditorios do agronegocio sa;;;201;1;29/09/2022;Encerrada;21000000;CRA;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;21000;21000000;21000;5;DI + Spread;4;;Anualmente;Mensalmente;;20/09/2027;;Financeiro;Securitizadoras;20/09/2022;Não se aplica;;Não se aplica;;
SP-2022-00731;ANBIMA/2022/00962;True securitizadora s.a.;;;98;Série Única;03/10/2022;Encerrada;84721000;CRI;True securitizadora s.a.;1000;84721;84721000;84721;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2022-51132;ANBIMA/2022/51134;Virgo companhia de securitizacao;;;53;3;21/10/2022;Encerrada;2825000;CRI;Bs2 distribuidora de titulos e valores mobiliarios s.a.;1000;2825;2825000;2825;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-00723;ANBIMA/2022/00952;Eco securitizadora de direitos creditorios do agronegocio sa;;;201;2;29/09/2022;Encerrada;29000000;CRA;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;29000;29000000;29000;7;DI + Spread;5;;Anualmente;Mensalmente;;20/09/2029;;Financeiro;Securitizadoras;20/09/2022;Não se aplica;;Não se aplica;;
SP-2022-00724;ANBIMA/2022/00953;Cbv-centro brasileiro da visao sa;;;1;Série Única;29/09/2022;Encerrada;200000000;Debêntures;Banco itau bba s.a.;1000;200000;200000000;200000;7;DI + Spread;2,5;;Anualmente;Não informado;;27/08/2029;Não se aplica;Assistência médica;Clínica e hospital;27/08/2022;Não;;Real com garantia adicional;;Não se aplica
SP-2022-00729;ANBIMA/2022/00960;Movida participacoes s.a.;;;9;Série Única;29/09/2022;Encerrada;1000000000;Debêntures;Caixa economica federal;1000;1000000;1000000000;1000000;5;DI + Spread;2,95;;Anualmente;Não informado;;15/09/2027;Não se aplica;Locação de veículos;;15/09/2022;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2022-00745;ANBIMA/2022/00978;Aovs sistemas de informatica s.a.;;;1;Série Única;29/09/2022;Encerrada;160000000;Debêntures;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;160000;160000000;160000;5;DI + Spread;2,9;;Anualmente;Não informado;;15/09/2027;Não se aplica;Ti e telecomunicações;Serviços em tecnologia;15/09/2022;Não;;Real;;Não se aplica
SP-2022-00748;ANBIMA/2022/00981;Eco securitizadora de direitos creditorios do agronegocio sa;;;203;Série única;29/09/2022;Encerrada;150000000;CRA;Banco santander (brasil) s.a.;1000;150000;150000000;150000;5;DI + Spread;5;;Anualmente;Mensalmente;;28/09/2027;;Financeiro;Securitizadoras;26/09/2022;Não se aplica;;Não se aplica;;
SP-2022-00752;ANBIMA/2022/00984;Concessionaria aguas de juturnaiba s/a;;;2;Série Única;29/09/2022;Encerrada;155091000;Debêntures;Banco bradesco bbi s.a.;1000;155091;155091000;155091;15;IPCA;6,85;;Anualmente;Não informado;;15/09/2037;Não se aplica;Saneamento;Participações em empresas de saneamento;15/09/2022;Sim;2;Quirografária;;Não se aplica
SP-2022-00766;ANBIMA/2022/01007;Lm transportes interestaduais servicos e comercio s.a;;;6;1;29/09/2022;Encerrada;225000000;Debêntures;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;225000;225000000;225000;3;DI + Spread;1,49;;Anualmente;Não informado;;25/09/2025;Não se aplica;Locação de veículos;;25/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-00766;ANBIMA/2022/01008;Lm transportes interestaduais servicos e comercio s.a;;;6;2;29/09/2022;Encerrada;775000000;Debêntures;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;775000;775000000;775000;5;DI + Spread;1,7;;Anualmente;Não informado;;25/09/2027;Não se aplica;Locação de veículos;;25/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-51036;ANBIMA/2022/51036;Ceres securitizadora s/a;;;7;Série única;29/09/2022;Encerrada;5073000;CRA;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;5073;5073000;5073;4;DI + Spread;5;;Anualmente;Semestralmente;;28/08/2026;;Financeiro;Securitizadoras;01/09/2022;Não se aplica;;Não se aplica;;
SP-2022-51037;ANBIMA/2022/51037;Tecnologia bancaria s.a.;;;6;Série Única;29/09/2022;Encerrada;200000000;Debêntures;Banco santander (brasil) s.a.;1000;200000;200000000;200000;4;DI + Spread;1,58;;Anualmente;Não informado;;29/09/2026;Não se aplica;Ti e telecomunicações;Serviços em tecnologia;29/09/2022;Não;;Quirografária;;Não se aplica
